Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,ai-description
BGPTP-1100,bgptp-1100,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 2.53ct diamonds (128 pcs) and 0.95ct colour stones (2 pcs). Total weight: 7.12g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 18K",TRUE,Active,BGPTP-1100,,Title,Default Title,,,,,,,,2890.0,,,TRUE,,,,,,shopify,1,DENY,7.12,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1100.jpg,1,BGPTP-1100,,FALSE,BGPTP-1100 | BG Jewels,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 2.53ct diamonds (128 pcs) and 0.95ct colour stones (2 pcs). Total weight: 7.12g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1100,,,New,FALSE,,,,,,"These are earrings featuring a square design with a central circular element. They are crafted in gold and adorned with what appears to be a single central gemstone surrounded by smaller gems, likely diamonds. The style is modern with a geometric flair, emphasizing symmetry and elegance. The design creates a striking contrast between the lustrous metal and the shimmering stones."
BGPTP-1101,bgptp-1101,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.73ct diamonds (90 pcs) and 19.57ct colour stones (34 pcs). Total weight: 21.06g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 18K",TRUE,Active,BGPTP-1101,,Title,Default Title,,,,,,,,5760.0,,,TRUE,,,,,,shopify,1,DENY,21.06,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1101.jpg,1,BGPTP-1101,,FALSE,BGPTP-1101 | BG Jewels,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.73ct diamonds (90 pcs) and 19.57ct colour stones (34 pcs). Total weight: 21.06g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1101,,,New,FALSE,,,,,,"These earrings feature a floral design with a modern touch. They are crafted in a silver-tone metal, adorned with marquise-cut stones that appear to be a combination of diamonds or diamond-like gems and green stones, possibly emeralds or green quartz. At the center of each earring is a single round pearl, adding elegance to the design. The arrangement of the stones creates a petal-like appearance, enhancing the overall sophisticated and graceful aesthetic."
BGPTP-1102,bgptp-1102,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 0.36ct diamonds (60 pcs) and 9.03ct colour stones (8 pcs). Total weight: 6.84g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 18K",TRUE,Active,BGPTP-1102,,Title,Default Title,,,,,,,,1420.0,,,TRUE,,,,,,shopify,1,DENY,6.84,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1102.jpg,1,BGPTP-1102,,FALSE,BGPTP-1102 | BG Jewels,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 0.36ct diamonds (60 pcs) and 9.03ct colour stones (8 pcs). Total weight: 6.84g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1102,,,New,FALSE,,,,,,"The image features a pair of earrings with a modern design. They are crafted in silver-tone metal with an elegant teardrop shape. Each earring showcases a prominent central ruby-colored stone, accompanied by smaller, sparkling clear stones, likely diamonds, accentuating the main gem. The combination of vivid red and clear stones creates a striking and sophisticated appearance."
BGPTP-1103,bgptp-1103,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.57ct diamonds (152 pcs) and 5.39ct colour stones (34 pcs). Total weight: 15.09g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 18K",TRUE,Active,BGPTP-1103,,Title,Default Title,,,,,,,,4350.0,,,TRUE,,,,,,shopify,1,DENY,15.09,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1103.jpg,1,BGPTP-1103,,FALSE,BGPTP-1103 | BG Jewels,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.57ct diamonds (152 pcs) and 5.39ct colour stones (34 pcs). Total weight: 15.09g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1103,,,New,FALSE,,,,,,"These are earrings featuring a traditional design. They are composed of gold metal with a central white stone surrounded by small, red stones, likely rubies. The earrings exhibit a floral motif, enhancing their classic elegance. Their intricate arrangement of stones adds to their refined and eye-catching appeal."
BGPTP-1104,bgptp-1104,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.52ct diamonds (180 pcs) and 7.94ct colour stones (12 pcs). Total weight: 11.91g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 18K",TRUE,Active,BGPTP-1104,,Title,Default Title,,,,,,,,3220.0,,,TRUE,,,,,,shopify,1,DENY,11.91,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1104.jpg,1,BGPTP-1104,,FALSE,BGPTP-1104 | BG Jewels,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.52ct diamonds (180 pcs) and 7.94ct colour stones (12 pcs). Total weight: 11.91g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1104,,,New,FALSE,,,,,,"The image features a pair of earrings with a bold and colorful design. They are crafted in a gold-toned metal and embellished with a variety of gemstones, including amethyst, sapphire, ruby, and citrine, forming a vibrant pattern. The central stones appear to be clear, likely diamonds or cubic zirconia, surrounded by smaller clear stones for added sparkle. The style has a traditional flair, reminiscent of intricate, ornate designs, possibly influenced by polki or kundan techniques."
BGPTP-1105,bgptp-1105,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.08ct diamonds (94 pcs) and 4.95ct colour stones (18 pcs). Total weight: 9.01g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 18K",TRUE,Active,BGPTP-1105,,Title,Default Title,,,,,,,,2530.0,,,TRUE,,,,,,shopify,1,DENY,9.01,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1105.jpg,1,BGPTP-1105,,FALSE,BGPTP-1105 | BG Jewels,Elegant Yellow 18K Gold Tops. from the Polki Jewellery collection. set with 1.08ct diamonds (94 pcs) and 4.95ct colour stones (18 pcs). Total weight: 9.01g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1105,,,New,FALSE,,,,,,"These are teardrop-shaped earrings featuring a central green stone, likely an emerald, surrounded by white stones, possibly diamonds, set in a gold-colored metal. The design employs a mix of traditional and elegant styles, with a halo of smaller stones accentuating the central gem. The intricate surrounding pattern adds a touch of sophistication, suggesting a classic yet timeless appeal."
BGPTP-1106,bgptp-1106,Elegant Yellow 14K Gold Tops. from the Polki Jewellery collection. set with 1.07ct diamonds (248 pcs) and 3.69ct colour stones (30 pcs). Total weight: 8.80g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 14K",TRUE,Active,BGPTP-1106,,Title,Default Title,,,,,,,,2070.0,,,TRUE,,,,,,shopify,1,DENY,8.8,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1106.jpg,1,BGPTP-1106,,FALSE,BGPTP-1106 | BG Jewels,Elegant Yellow 14K Gold Tops. from the Polki Jewellery collection. set with 1.07ct diamonds (248 pcs) and 3.69ct colour stones (30 pcs). Total weight: 8.80g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1106,,,New,FALSE,,,,,,"The image displays a pair of earrings designed in a traditional style. They feature a teardrop-shaped red stone at the center, likely a ruby, surrounded by a series of clear stones resembling diamonds. The earrings are set in a metal of silver color, enhancing the brilliance of the stones. The intricate design highlights a sophisticated blend of elegance and classic charm."
BGPTP-1107,bgptp-1107,Elegant Yellow 14K Gold Tops. from the Polki Jewellery collection. set with 1.38ct diamonds (124 pcs) and 2.70ct colour stones (34 pcs). Total weight: 8.94g.,BG Jewels,Apparel & Accessories > Jewelry,TOPS,"YG, Polki Jewellery, TOPS, 14K",TRUE,Active,BGPTP-1107,,Title,Default Title,,,,,,,,2180.0,,,TRUE,,,,,,shopify,1,DENY,8.94,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPTP-1107.jpg,1,BGPTP-1107,,FALSE,BGPTP-1107 | BG Jewels,Elegant Yellow 14K Gold Tops. from the Polki Jewellery collection. set with 1.38ct diamonds (124 pcs) and 2.70ct colour stones (34 pcs). Total weight: 8.94g.,YG,Apparel & Accessories > Jewelry,,,BGPTP-1107,,,New,FALSE,,,,,,"The image showcases a pair of earrings featuring a modern design. They are crafted in a gold-colored metal adorned with clear and green stones, possibly diamonds and emeralds. The earrings have a floral motif, with intricate detailing accentuating the petal-like structure. Their elegant and bold design makes them suitable for both traditional and contemporary settings."
BGDBR-1100,bgdbr-1100,Elegant Rose 18K Gold Bracelet. from the Diamond Jewellery collection. set with 2.16ct diamonds (193 pcs) and 2.53ct colour stones (6 pcs). Total weight: 13.50g. Size: 2.4 AANA.,BG Jewels,Apparel & Accessories > Jewelry,BRACELET,"RG, Diamond Jewellery, BRACELET, 18K",TRUE,Active,BGDBR-1100,,Title,Default Title,,,,,,,,4880.0,,,TRUE,,,,,,shopify,1,DENY,13.5,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDBR-1100.jpg,1,BGDBR-1100,,FALSE,BGDBR-1100 | BG Jewels,Elegant Rose 18K Gold Bracelet. from the Diamond Jewellery collection. set with 2.16ct diamonds (193 pcs) and 2.53ct colour stones (6 pcs). Total weight: 13.50g. Size: 2.4 AANA.,RG,Apparel & Accessories > Jewelry,,,BGDBR-1100,,,New,FALSE,,,,,,"This is a bangle crafted in rose gold, featuring a central rectangular arrangement of clear stones, likely diamonds, surrounded by a halo for added sparkle. Flanking the center, the design incorporates rich red stones, possibly rubies, adding a striking contrast. The intricate latticework on the band enhances its elegance, embodying a modern yet luxurious design style. Its structured symmetry and vibrant use of gems make it a standout piece."
BGDBR-1101,bgdbr-1101,Elegant Rose 18K Gold Bracelet. from the Diamond Jewellery collection. set with 3.67ct diamonds (229 pcs) and 8.50ct colour stones (8 pcs). Total weight: 19.21g. Size: 2.4 AANA.,BG Jewels,Apparel & Accessories > Jewelry,BRACELET,"RG, Diamond Jewellery, BRACELET, 18K",TRUE,Active,BGDBR-1101,,Title,Default Title,,,,,,,,7670.0,,,TRUE,,,,,,shopify,1,DENY,19.21,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDBR-1101.jpg,1,BGDBR-1101,,FALSE,BGDBR-1101 | BG Jewels,Elegant Rose 18K Gold Bracelet. from the Diamond Jewellery collection. set with 3.67ct diamonds (229 pcs) and 8.50ct colour stones (8 pcs). Total weight: 19.21g. Size: 2.4 AANA.,RG,Apparel & Accessories > Jewelry,,,BGDBR-1101,,,New,FALSE,,,,,,"This image showcases a statement necklace featuring a modern design. The necklace is crafted in silver-toned metal and adorned with large, blue stones resembling topaz, set in an elegant, eye-catching pattern. The design is further enhanced with smaller clear stones, possibly diamonds or cubic zirconia, providing a sparkling backdrop. The bold and vibrant color combination makes it a striking piece suitable for evening wear or special occasions."
BGDBR-1102,bgdbr-1102,Elegant WG/PG 18K Gold Bracelet. from the Diamond Jewellery collection. set with 3.06ct diamonds (210 pcs) and 10.13ct colour stones (29 pcs). Total weight: 15.22g. Size: 2.4 AANA.,BG Jewels,Apparel & Accessories > Jewelry,BRACELET,"WG/PG, Diamond Jewellery, BRACELET, 18K",TRUE,Active,BGDBR-1102,,Title,Default Title,,,,,,,,6100.0,,,TRUE,,,,,,shopify,1,DENY,15.22,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDBR-1102.jpg,1,BGDBR-1102,,FALSE,BGDBR-1102 | BG Jewels,Elegant WG/PG 18K Gold Bracelet. from the Diamond Jewellery collection. set with 3.06ct diamonds (210 pcs) and 10.13ct colour stones (29 pcs). Total weight: 15.22g. Size: 2.4 AANA.,WG/PG,Apparel & Accessories > Jewelry,,,BGDBR-1102,,,New,FALSE,,,,,,"This is a bracelet featuring a prominent rose gold metal base. It showcases a square-cut emerald at its center, surrounded by an intricate design of marquise-shaped diamonds arranged in a floral pattern. The combination of emerald and diamonds adds a touch of elegance, while the bracelet's overall style leans towards a blend of traditional and contemporary design. The delicate detailing on the metal further enhances its luxurious appeal."
BGDER-1200,bgder-1200,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.65ct diamonds (42 pcs). Total weight: 2.65g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1200,,Title,Default Title,,,,,,,,1180.0,,,TRUE,,,,,,shopify,1,DENY,2.65,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1200.jpg,1,BGDER-1200,,FALSE,BGDER-1200 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.65ct diamonds (42 pcs). Total weight: 2.65g.,RG,Apparel & Accessories > Jewelry,,,BGDER-1200,,,New,FALSE,,,,,,"These are a pair of elegant earrings crafted in rose gold. They feature a modern design with a curved bar embellished with a row of small round diamonds. The earrings are further adorned with larger pear-shaped diamonds in a cascading arrangement, adding a touch of sophistication and sparkle. The combination of rose gold with diamonds creates a luxurious and contemporary appearance."
BGDER-1201,bgder-1201,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.58ct diamonds (202 pcs) and 9.13ct colour stones (16 pcs). Total weight: 11.84g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"WG/PG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1201,,Title,Default Title,,,,,,,,3820.0,,,TRUE,,,,,,shopify,1,DENY,11.84,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1201.jpg,1,BGDER-1201,,FALSE,BGDER-1201 | BG Jewels,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.58ct diamonds (202 pcs) and 9.13ct colour stones (16 pcs). Total weight: 11.84g.,WG/PG,Apparel & Accessories > Jewelry,,,BGDER-1201,,,New,FALSE,,,,,,"These are earrings featuring a floral design style, crafted in a metal that appears to be rose gold. Each earring showcases a central oval ruby, surrounded by a variety of colored gemstones including emeralds, sapphires, and others, possibly representing a navaratna arrangement. The design is accentuated with small diamonds in between the stones, adding a touch of sparkle and elegance."
BGDER-1202,bgder-1202,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.65ct diamonds (14 pcs). Total weight: 2.06g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"WG/PG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1202,,Title,Default Title,,,,,,,,1110.0,,,TRUE,,,,,,shopify,1,DENY,2.06,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1202.jpg,1,BGDER-1202,,FALSE,BGDER-1202 | BG Jewels,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.65ct diamonds (14 pcs). Total weight: 2.06g.,WG/PG,Apparel & Accessories > Jewelry,,,BGDER-1202,,,New,FALSE,,,,,,"This is a gold earring featuring a modern, intertwined design. It is embellished with multiple round-cut diamonds that are elegantly set along the curves, adding a touch of sparkle. The delicate and contemporary style makes it suitable for both everyday wear and special occasions."
BGDER-1203,bgder-1203,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 2.06ct diamonds (104 pcs) and 38.17ct colour stones (2 pcs). Total weight: 14.67g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"WG/PG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1203,,Title,Default Title,,,,,,,,3520.0,,,TRUE,,,,,,shopify,1,DENY,14.67,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1203.jpg,1,BGDER-1203,,FALSE,BGDER-1203 | BG Jewels,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 2.06ct diamonds (104 pcs) and 38.17ct colour stones (2 pcs). Total weight: 14.67g.,WG/PG,Apparel & Accessories > Jewelry,,,BGDER-1203,,,New,FALSE,,,,,,"These are exquisite earrings featuring a blend of rose gold and diamond detailing. The center showcases a carved pink stone with a floral motif, surrounded by a halo of small diamonds. The design is modern with a touch of traditional elegance, accentuated by a teardrop pattern of diamonds extending from the top. This combination of materials and intricate design creates a sophisticated and striking appearance."
BGDER-1204,bgder-1204,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.75ct diamonds (36 pcs) and 22.98ct colour stones (2 pcs). Total weight: 10.30g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"WG/PG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1204,,Title,Default Title,,,,,,,,3200.0,,,TRUE,,,,,,shopify,1,DENY,10.3,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1204.jpg,1,BGDER-1204,,FALSE,BGDER-1204 | BG Jewels,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.75ct diamonds (36 pcs) and 22.98ct colour stones (2 pcs). Total weight: 10.30g.,WG/PG,Apparel & Accessories > Jewelry,,,BGDER-1204,,,New,FALSE,,,,,,"These are a pair of earrings featuring a modern design style. The metal color appears to be rose gold, accentuated with round, sparkling diamonds. The earrings feature an artistic motif with a combination of clear and blue elements, offering a striking contrast. The overall composition is elegant, showcasing a contemporary aesthetic with a delicate curve in the design."
BGDER-1205,bgder-1205,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.73ct diamonds (36 pcs) and 21.63ct colour stones (2 pcs). Total weight: 10.14g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"WG/PG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1205,,Title,Default Title,,,,,,,,3470.0,,,TRUE,,,,,,shopify,1,DENY,10.14,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1205.jpg,1,BGDER-1205,,FALSE,BGDER-1205 | BG Jewels,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.73ct diamonds (36 pcs) and 21.63ct colour stones (2 pcs). Total weight: 10.14g.,WG/PG,Apparel & Accessories > Jewelry,,,BGDER-1205,,,New,FALSE,,,,,,"The image features a pair of earrings crafted in a rose gold setting. They showcase a modern design with leaf motifs, where the leaves are embellished with white stones resembling diamonds. A prominent jade-colored stone forms part of the leaf design, adding an elegant contrast. The combination of the sparkling stones with the soft green hue creates a striking yet sophisticated look."
BGDER-1206,bgder-1206,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.65ct diamonds (49 pcs). Total weight: 3.40g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"WG/PG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1206,,Title,Default Title,,,,,,,,1310.0,,,TRUE,,,,,,shopify,1,DENY,3.4,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1206.jpg,1,BGDER-1206,,FALSE,BGDER-1206 | BG Jewels,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.65ct diamonds (49 pcs). Total weight: 3.40g.,WG/PG,Apparel & Accessories > Jewelry,,,BGDER-1206,,,New,FALSE,,,,,,"This is a gold earring featuring a modern, intertwined design. It is embellished with multiple round-cut diamonds that are elegantly set along the curves, adding a touch of sparkle. The delicate and contemporary style makes it suitable for both everyday wear and special occasions."
BGDER-1207,bgder-1207,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.97ct diamonds (202 pcs) and 11.53ct colour stones (16 pcs). Total weight: 9.99g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1207,,Title,Default Title,,,,,,,,2830.0,,,TRUE,,,,,,shopify,1,DENY,9.99,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1207.jpg,1,BGDER-1207,,FALSE,BGDER-1207 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.97ct diamonds (202 pcs) and 11.53ct colour stones (16 pcs). Total weight: 9.99g.,RG,Apparel & Accessories > Jewelry,,,BGDER-1207,,,New,FALSE,,,,,,"These are a pair of earrings featuring a contemporary design. They are set in a silver-toned metal with a series of vibrant gemstones, including ruby red, sapphire blue, emerald green, and citrine orange, along with a white pearl. The earrings have a sleek, linear arrangement, each topped with a teardrop shape adorned with sparkling clear stones, resembling diamonds. The playful mix of colors and elegant design make these earrings a standout accessory."
BGDER-1208,bgder-1208,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.80ct diamonds (114 pcs) and 8.88ct colour stones (16 pcs). Total weight: 9.08g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1208,,Title,Default Title,,,,,,,,2450.0,,,TRUE,,,,,,shopify,1,DENY,9.08,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1208.jpg,1,BGDER-1208,,FALSE,BGDER-1208 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.80ct diamonds (114 pcs) and 8.88ct colour stones (16 pcs). Total weight: 9.08g.,RG,Apparel & Accessories > Jewelry,,,BGDER-1208,,,New,FALSE,,,,,,"These are earrings featuring a vibrant and intricate floral design. The metal appears to be gold, encasing a variety of colorful gemstones, including diamond, emerald, ruby, and possibly sapphire, arranged in a symmetrical pattern. The design is enriched with small round diamonds, enhancing the elegance and adding sparkle to the piece. The style is a blend of traditional and modern aesthetics, making them versatile for various occasions."
BGDER-1209,bgder-1209,Elegant Yellow 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.04ct diamonds (46 pcs). Total weight: 6.18g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"YG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1209,,Title,Default Title,,,,,,,,2280.0,,,TRUE,,,,,,shopify,1,DENY,6.18,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1209.jpg,1,BGDER-1209,,FALSE,BGDER-1209 | BG Jewels,Elegant Yellow 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.04ct diamonds (46 pcs). Total weight: 6.18g.,YG,Apparel & Accessories > Jewelry,,,BGDER-1209,,,New,FALSE,,,,,,"The image showcases a pair of modern, asymmetrical earrings featuring a double-chain design in gold-tone metal. Each earring is adorned with a flower-like arrangement of clear stones resembling diamonds, adding a delicate sparkle. The chains and the drop elements create a dynamic and elegant look, suited for both contemporary and traditional styles. The overall design is sleek and minimalist, highlighting the brilliance of the stones against the gold color."
BGDER-1210,bgder-1210,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.79ct diamonds (156 pcs) and 5.51ct colour stones (16 pcs). Total weight: 7.86g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"WG/PG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1210,,Title,Default Title,,,,,,,,2400.0,,,TRUE,,,,,,shopify,1,DENY,7.86,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1210.jpg,1,BGDER-1210,,FALSE,BGDER-1210 | BG Jewels,Elegant WG/PG 18K Gold Earrings. from the Diamond Jewellery collection. set with 0.79ct diamonds (156 pcs) and 5.51ct colour stones (16 pcs). Total weight: 7.86g.,WG/PG,Apparel & Accessories > Jewelry,,,BGDER-1210,,,New,FALSE,,,,,,"These are elegant earrings designed in a floral motif. The earrings feature a central square-shaped stone, likely a diamond, surrounded by vibrant red gemstones, possibly rubies, arranged in a petal-like pattern. The metal appears to be silver or white gold, enhancing the brilliance of the stones. The style is modern with a touch of classic elegance, suitable for both formal and semi-formal occasions."
BGDER-1211,bgder-1211,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.29ct diamonds (138 pcs) and 10.23ct colour stones (2 pcs). Total weight: 9.46g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Diamond Jewellery, EARRINGS, 18K",TRUE,Active,BGDER-1211,,Title,Default Title,,,,,,,,3650.0,,,TRUE,,,,,,shopify,1,DENY,9.46,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDER-1211.jpg,1,BGDER-1211,,FALSE,BGDER-1211 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Diamond Jewellery collection. set with 1.29ct diamonds (138 pcs) and 10.23ct colour stones (2 pcs). Total weight: 9.46g.,RG,Apparel & Accessories > Jewelry,,,BGDER-1211,,,New,FALSE,,,,,,"The image features a pair of intricate earrings designed in a modern style. The metal appears to be rose gold, accentuating the earrings' elegant motifs. They are adorned with clear stones resembling diamonds and larger green gemstones that appear to be emeralds, adding a vibrant touch. The earrings also incorporate a teardrop-shaped design, with a mix of geometric and floral elements, creating a sophisticated and luxurious look."
BGDNL-1200,bgdnl-1200,Elegant WG/PG 18K Gold Necklace. from the Diamond Jewellery collection. set with 4.25ct diamonds (776 pcs) and 17.51ct colour stones (8 pcs). Total weight: 32.69g. Size: 14 INCH.,BG Jewels,Apparel & Accessories > Jewelry,NECKLACE,"WG/PG, Diamond Jewellery, NECKLACE, 18K",TRUE,Active,BGDNL-1200,,Title,Default Title,,,,,,,,10260.0,,,TRUE,,,,,,shopify,1,DENY,32.69,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDNL-1200.jpg,1,BGDNL-1200,,FALSE,BGDNL-1200 | BG Jewels,Elegant WG/PG 18K Gold Necklace. from the Diamond Jewellery collection. set with 4.25ct diamonds (776 pcs) and 17.51ct colour stones (8 pcs). Total weight: 32.69g. Size: 14 INCH.,WG/PG,Apparel & Accessories > Jewelry,,,BGDNL-1200,,,New,FALSE,,,,,,"The image depicts a necklace featuring a combination of gold and silver tones. It is adorned with various gemstones, including diamond, ruby, emerald, and sapphire, among others, arranged in a sequence that suggests a traditional style. The design incorporates intricate settings, likely using the kundan technique, which enhances the richness and elegance of the piece. The meticulously crafted patterns add a touch of sophistication to the overall design."
